Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,City,Postal Code
222981,USB-C Charging Cable,1,11.95,07/26/19 00:40,791 9th St, Austin, TX 73301
222982,Flatscreen TV,1,300,07/28/19 12:40,651 Ridge St, Portland, OR 97035
222983,Lightning Charging Cable,1,14.95,07/16/19 00:06,639 Spruce St, Boston, MA 02215
222984,USB-C Charging Cable,1,11.95,07/29/19 21:50,305 Johnson St, Austin, TX 73301
222985,Bose SoundSport Headphones,1,99.99,07/21/19 12:41,846 Lake St, Dallas, TX 75001
222986,Lightning Charging Cable,1,14.95,07/05/2019 11:13,313 Forest St, San Francisco, CA 94016
222987,AAA Batteries (4-pack),1,2.99,07/31/19 16:56,538 1st St, New York City, NY 10001
222988,Lightning Charging Cable,1,14.95,07/04/2019 09:44,647 Meadow St, Dallas, TX 75001
222989,Lightning Charging Cable,1,14.95,07/07/2019 20:53,48 Walnut St, Dallas, TX 75001
222990,AAA Batteries (4-pack),2,2.99,07/19/19 18:33,419 Jackson St, New York City, NY 10001
222991,27in FHD Monitor,1,149.99,07/05/2019 10:06,450 8th St, Los Angeles, CA 90001
222992,AA Batteries (4-pack),1,3.84,07/05/2019 18:49,779 Washington St, San Francisco, CA 94016
222993,AAA Batteries (4-pack),1,2.99,07/25/19 21:40,697 Adams St, Los Angeles, CA 90001
222994,USB-C Charging Cable,1,11.95,07/10/2019 18:59,251 Cedar St, New York City, NY 10001
222995,34in Ultrawide Monitor,1,379.99,07/27/19 16:15,837 Park St, San Francisco, CA 94016
222996,27in FHD Monitor,1,149.99,07/12/2019 16:53,885 Sunset St, Los Angeles, CA 90001
222997,AAA Batteries (4-pack),1,2.99,07/21/19 16:44,619 Willow St, New York City, NY 10001
222998,Lightning Charging Cable,1,14.95,07/28/19 03:41,38 Lakeview St, Boston, MA 02215
222999,Flatscreen TV,1,300,07/29/19 17:17,615 Cherry St, Seattle, WA 98101
223000,AAA Batteries (4-pack),1,2.99,07/19/19 20:29,670 10th St, Atlanta, GA 30301
223001,Apple Airpods Headphones,1,150,07/29/19 11:56,978 10th St, San Francisco, CA 94016
223002,AA Batteries (4-pack),1,3.84,07/13/19 18:48,603 12th St, Dallas, TX 75001
223003,Lightning Charging Cable,1,14.95,07/09/2019 17:51,18 Jefferson St, San Francisco, CA 94016
223004,AAA Batteries (4-pack),1,2.99,07/14/19 02:43,911 Spruce St, San Francisco, CA 94016
223005,27in FHD Monitor,1,149.99,07/26/19 21:39,306 Lake St, Austin, TX 73301
223006,Lightning Charging Cable,1,14.95,07/22/19 16:50,499 Park St, Los Angeles, CA 90001
223007,Bose SoundSport Headphones,1,99.99,07/06/2019 11:07,481 10th St, Portland, OR 97035
223008,AAA Batteries (4-pack),3,2.99,07/12/2019 00:54,289 13th St, Boston, MA 02215
223009,Apple Airpods Headphones,1,150,07/28/19 07:59,152 9th St, Boston, MA 02215
223010,AAA Batteries (4-pack),1,2.99,07/18/19 12:17,518 Wilson St, Boston, MA 02215
223011,Apple Airpods Headphones,1,150,07/09/2019 17:19,87 Sunset St, San Francisco, CA 94016
223012,Bose SoundSport Headphones,1,99.99,07/13/19 10:10,233 12th St, Austin, TX 73301
223013,AAA Batteries (4-pack),2,2.99,07/27/19 14:11,289 8th St, New York City, NY 10001
223014,Wired Headphones,1,11.99,07/10/2019 17:43,421 Highland St, Atlanta, GA 30301
223015,Bose SoundSport Headphones,1,99.99,07/26/19 14:47,605 Johnson St, San Francisco, CA 94016
223016,USB-C Charging Cable,1,11.95,07/20/19 08:42,700 Church St, New York City, NY 10001
223017,AAA Batteries (4-pack),2,2.99,07/02/2019 22:09,773 Hickory St, San Francisco, CA 94016
223018,ThinkPad Laptop,1,999.99,07/04/2019 08:39,767 Adams St, Los Angeles, CA 90001
223019,AAA Batteries (4-pack),2,2.99,07/29/19 13:49,788 Hill St, Dallas, TX 75001
223020,27in FHD Monitor,1,149.99,07/08/2019 10:08,296 9th St, Boston, MA 02215
223021,AAA Batteries (4-pack),1,2.99,07/07/2019 11:31,657 10th St, Los Angeles, CA 90001
223022,Lightning Charging Cable,1,14.95,07/31/19 17:45,93 Madison St, Atlanta, GA 30301
223023,Bose SoundSport Headphones,1,99.99,07/01/2019 18:12,268 Meadow St, San Francisco, CA 94016
223024,AAA Batteries (4-pack),2,2.99,07/23/19 14:04,91 Jefferson St, Dallas, TX 75001
223025,AA Batteries (4-pack),1,3.84,07/23/19 00:58,142 Pine St, San Francisco, CA 94016
223026,Wired Headphones,1,11.99,07/25/19 12:49,47 Pine St, San Francisco, CA 94016
223027,AA Batteries (4-pack),1,3.84,07/11/2019 16:29,876 Center St, Austin, TX 73301
223028,Vareebadd Phone,1,400,07/07/2019 10:21,969 10th St, San Francisco, CA 94016
223028,USB-C Charging Cable,2,11.95,07/07/2019 10:21,969 10th St, San Francisco, CA 94016
223028,Wired Headphones,1,11.99,07/07/2019 10:21,969 10th St, San Francisco, CA 94016
223029,USB-C Charging Cable,1,11.95,07/18/19 11:15,144 Adams St, New York City, NY 10001
223030,Bose SoundSport Headphones,1,99.99,07/09/2019 19:04,704 13th St, Los Angeles, CA 90001
223031,27in FHD Monitor,1,149.99,07/28/19 09:30,445 Johnson St, Los Angeles, CA 90001
223032,Apple Airpods Headphones,1,150,07/20/19 18:47,8 Cherry St, Dallas, TX 75001
223033,AAA Batteries (4-pack),1,2.99,07/01/2019 18:27,972 Meadow St, Atlanta, GA 30301
223034,Wired Headphones,1,11.99,07/06/2019 09:22,927 South St, Portland, OR 97035
223035,Flatscreen TV,1,300,07/27/19 12:04,911 Sunset St, Portland, OR 97035
223036,Apple Airpods Headphones,1,150,07/31/19 10:59,828 Willow St, Boston, MA 02215
223037,Wired Headphones,1,11.99,07/21/19 20:58,24 Adams St, Los Angeles, CA 90001
223038,Lightning Charging Cable,1,14.95,07/03/2019 14:19,990 11th St, Los Angeles, CA 90001
223039,Flatscreen TV,1,300,07/27/19 11:44,9 Center St, Dallas, TX 75001
223040,Apple Airpods Headphones,1,150,07/19/19 20:05,395 West St, Austin, TX 73301
223041,27in 4K Gaming Monitor,1,389.99,07/11/2019 08:16,330 River St, New York City, NY 10001
223042,Lightning Charging Cable,1,14.95,07/10/2019 08:42,983 Jackson St, Dallas, TX 75001
223043,Lightning Charging Cable,1,14.95,07/01/2019 10:20,662 North St, Atlanta, GA 30301
223044,Apple Airpods Headphones,1,150,07/05/2019 11:15,605 6th St, San Francisco, CA 94016
223045,LG Dryer,1,600,07/18/19 20:22,457 2nd St, Boston, MA 02215
223046,USB-C Charging Cable,1,11.95,07/15/19 23:04,335 Ridge St, Los Angeles, CA 90001
223047,AA Batteries (4-pack),1,3.84,07/16/19 15:16,541 Lakeview St, Los Angeles, CA 90001
223048,Vareebadd Phone,1,400,07/21/19 17:19,168 8th St, Portland, OR 97035
223048,USB-C Charging Cable,2,11.95,07/21/19 17:19,168 8th St, Portland, OR 97035
223049,Flatscreen TV,1,300,07/24/19 23:24,595 Jackson St, San Francisco, CA 94016
223050,ThinkPad Laptop,1,999.99,07/14/19 18:14,842 Washington St, Los Angeles, CA 90001
223051,Bose SoundSport Headphones,1,99.99,07/27/19 16:35,819 Cherry St, Los Angeles, CA 90001
223052,USB-C Charging Cable,1,11.95,07/09/2019 20:05,549 Lincoln St, San Francisco, CA 94016
223053,LG Dryer,1,600,07/06/2019 08:37,226 2nd St, Seattle, WA 98101
223054,Wired Headphones,1,11.99,07/28/19 18:08,905 Chestnut St, Boston, MA 02215
223055,AA Batteries (4-pack),1,3.84,07/14/19 14:04,181 Walnut St, Los Angeles, CA 90001
223056,USB-C Charging Cable,1,11.95,07/27/19 17:19,907 Madison St, San Francisco, CA 94016
223057,Bose SoundSport Headphones,1,99.99,07/12/2019 11:30,195 Washington St, San Francisco, CA 94016
223058,Bose SoundSport Headphones,1,99.99,07/01/2019 08:09,993 Main St, Boston, MA 02215
223059,USB-C Charging Cable,1,11.95,07/23/19 02:09,84 10th St, Boston, MA 02215
223060,AA Batteries (4-pack),1,3.84,07/20/19 13:14,613 Johnson St, San Francisco, CA 94016
223061,Lightning Charging Cable,2,14.95,07/14/19 22:02,788 Center St, Dallas, TX 75001
223062,ThinkPad Laptop,1,999.99,07/12/2019 19:58,756 5th St, Atlanta, GA 30301
223063,USB-C Charging Cable,1,11.95,07/02/2019 21:37,535 Cedar St, Portland, OR 97035
223064,AAA Batteries (4-pack),1,2.99,07/13/19 19:23,627 13th St, San Francisco, CA 94016
223065,Bose SoundSport Headphones,2,99.99,07/02/2019 20:20,180 Park St, San Francisco, CA 94016
223066,Macbook Pro Laptop,1,1700,07/16/19 08:31,377 Madison St, San Francisco, CA 94016
223067,AAA Batteries (4-pack),1,2.99,07/11/2019 13:46,189 Johnson St, Los Angeles, CA 90001
223068,AA Batteries (4-pack),1,3.84,07/29/19 18:11,450 Church St, San Francisco, CA 94016
223069,AA Batteries (4-pack),1,3.84,07/17/19 20:50,486 4th St, San Francisco, CA 94016
223070,AAA Batteries (4-pack),1,2.99,07/19/19 08:29,172 Adams St, Boston, MA 02215
223071,Lightning Charging Cable,1,14.95,07/17/19 12:01,758 Madison St, New York City, NY 10001
223072,Lightning Charging Cable,1,14.95,07/18/19 02:39,252 Madison St, Boston, MA 02215
223073,Wired Headphones,1,11.99,07/02/2019 15:41,972 Dogwood St, San Francisco, CA 94016
223074,USB-C Charging Cable,1,11.95,07/15/19 10:07,899 North St, Los Angeles, CA 90001
223075,USB-C Charging Cable,1,11.95,07/22/19 14:15,752 Chestnut St, San Francisco, CA 94016
223076,Lightning Charging Cable,1,14.95,07/10/2019 13:21,692 Spruce St, Boston, MA 02215
223077,ThinkPad Laptop,1,999.99,07/06/2019 13:01,261 Sunset St, San Francisco, CA 94016
223078,Lightning Charging Cable,1,14.95,07/10/2019 19:23,865 Meadow St, Atlanta, GA 30301
223079,27in 4K Gaming Monitor,1,389.99,07/18/19 10:22,211 Ridge St, Austin, TX 73301
223080,Apple Airpods Headphones,1,150,07/09/2019 18:26,275 Jackson St, Austin, TX 73301
223081,USB-C Charging Cable,1,11.95,07/05/2019 15:55,983 12th St, San Francisco, CA 94016
223082,USB-C Charging Cable,1,11.95,07/07/2019 09:54,158 7th St, Seattle, WA 98101
223083,USB-C Charging Cable,1,11.95,07/13/19 21:05,277 Lakeview St, Portland, OR 97035
223084,Lightning Charging Cable,1,14.95,07/02/2019 15:08,555 Pine St, Los Angeles, CA 90001
223085,iPhone,1,700,07/22/19 11:56,875 Madison St, Los Angeles, CA 90001
223086,Apple Airpods Headphones,1,150,07/22/19 11:08,938 Meadow St, Los Angeles, CA 90001
223087,iPhone,1,700,07/26/19 11:06,864 10th St, Boston, MA 02215
223088,AA Batteries (4-pack),1,3.84,07/05/2019 22:58,715 North St, Seattle, WA 98101
223089,AA Batteries (4-pack),1,3.84,07/17/19 17:53,650 Hickory St, New York City, NY 10001
223090,USB-C Charging Cable,1,11.95,07/12/2019 16:18,739 Adams St, New York City, NY 10001
223091,Bose SoundSport Headphones,1,99.99,07/20/19 11:02,415 Cedar St, New York City, NY 10001
223092,ThinkPad Laptop,1,999.99,07/11/2019 15:27,634 Washington St, Boston, MA 02215
223093,AA Batteries (4-pack),1,3.84,07/01/2019 10:48,899 1st St, San Francisco, CA 94016
223094,Wired Headphones,1,11.99,07/18/19 11:15,971 Chestnut St, Los Angeles, CA 90001
223095,Apple Airpods Headphones,1,150,07/03/2019 13:42,876 Cedar St, Los Angeles, CA 90001
223095,AA Batteries (4-pack),1,3.84,07/03/2019 13:42,876 Cedar St, Los Angeles, CA 90001
223096,AAA Batteries (4-pack),2,2.99,07/08/2019 19:31,846 Sunset St, Portland, OR 97035
223097,Lightning Charging Cable,1,14.95,07/11/2019 12:29,77 10th St, Los Angeles, CA 90001
223098,Apple Airpods Headphones,1,150,07/23/19 18:23,374 Cherry St, San Francisco, CA 94016
223099,AAA Batteries (4-pack),3,2.99,07/29/19 22:46,3 Highland St, New York City, NY 10001
223100,USB-C Charging Cable,1,11.95,07/29/19 16:56,516 Jackson St, New York City, NY 10001
223101,Wired Headphones,1,11.99,07/10/2019 16:55,924 Lincoln St, San Francisco, CA 94016
223102,Wired Headphones,2,11.99,07/16/19 20:54,484 7th St, Seattle, WA 98101
223103,Apple Airpods Headphones,1,150,07/13/19 11:25,107 West St, San Francisco, CA 94016
223104,20in Monitor,1,109.99,07/08/2019 07:29,505 4th St, Los Angeles, CA 90001
209921,USB-C Charging Cable,1,11.95,06/23/19 19:34,950 Walnut St, Portland, ME 04101
209922,Macbook Pro Laptop,1,1700,06/30/19 10:05,80 4th St, San Francisco, CA 94016
209923,ThinkPad Laptop,1,999.99,06/24/19 20:18,402 Jackson St, Los Angeles, CA 90001
209924,27in FHD Monitor,1,149.99,06/05/2019 10:21,560 10th St, Seattle, WA 98101
209925,Bose SoundSport Headphones,1,99.99,06/25/19 18:58,545 2nd St, San Francisco, CA 94016
209926,Apple Airpods Headphones,1,150,06/28/19 20:04,386 Lake St, Seattle, WA 98101
209927,Lightning Charging Cable,1,14.95,06/28/19 00:07,29 Lincoln St, Los Angeles, CA 90001
209928,Apple Airpods Headphones,1,150,06/16/19 21:30,350 9th St, New York City, NY 10001
209929,Wired Headphones,1,11.99,06/28/19 10:56,612 Meadow St, Portland, OR 97035
209930,27in FHD Monitor,1,149.99,06/02/2019 11:22,625 Ridge St, Los Angeles, CA 90001
209931,Apple Airpods Headphones,1,150,06/24/19 13:55,761 14th St, New York City, NY 10001
209932,Flatscreen TV,1,300,06/12/2019 14:36,858 8th St, Boston, MA 02215
209933,AA Batteries (4-pack),1,3.84,06/07/2019 15:39,932 Lakeview St, San Francisco, CA 94016
209934,AAA Batteries (4-pack),1,2.99,06/13/19 20:53,387 Dogwood St, Boston, MA 02215
209935,AAA Batteries (4-pack),1,2.99,06/09/2019 11:13,530 Cedar St, Boston, MA 02215
209936,34in Ultrawide Monitor,1,379.99,06/15/19 12:21,769 Dogwood St, Dallas, TX 75001
209937,AA Batteries (4-pack),1,3.84,06/29/19 18:01,675 Maple St, Dallas, TX 75001
209938,iPhone,1,700,06/15/19 12:29,766 Meadow St, Seattle, WA 98101
209938,Wired Headphones,1,11.99,06/15/19 12:29,766 Meadow St, Seattle, WA 98101
209939,Google Phone,1,600,06/08/2019 16:55,313 South St, San Francisco, CA 94016
209940,34in Ultrawide Monitor,1,379.99,06/26/19 15:24,990 South St, Atlanta, GA 30301
209941,Wired Headphones,1,11.99,06/27/19 11:18,486 13th St, Boston, MA 02215
209942,27in 4K Gaming Monitor,1,389.99,06/19/19 13:52,874 Wilson St, Austin, TX 73301
209943,AAA Batteries (4-pack),3,2.99,06/23/19 16:19,158 Willow St, Los Angeles, CA 90001
209944,27in FHD Monitor,1,149.99,06/02/2019 19:10,916 Lake St, Austin, TX 73301
209945,AA Batteries (4-pack),1,3.84,06/28/19 08:53,211 12th St, San Francisco, CA 94016
209946,Google Phone,1,600,06/28/19 22:13,66 Cherry St, San Francisco, CA 94016
209947,Apple Airpods Headphones,1,150,06/06/2019 22:41,7 Lakeview St, San Francisco, CA 94016
209948,Macbook Pro Laptop,1,1700,06/09/2019 01:48,101 Spruce St, Atlanta, GA 30301
209949,Google Phone,1,600,06/23/19 07:45,637 12th St, San Francisco, CA 94016
209949,USB-C Charging Cable,1,11.95,06/23/19 07:45,637 12th St, San Francisco, CA 94016
209950,Wired Headphones,2,11.99,06/01/2019 18:03,689 Walnut St, Los Angeles, CA 90001
209951,27in 4K Gaming Monitor,1,389.99,06/30/19 13:04,998 Johnson St, New York City, NY 10001
209952,20in Monitor,1,109.99,06/26/19 17:48,314 Willow St, Dallas, TX 75001
209953,Google Phone,1,600,06/16/19 16:59,753 6th St, Dallas, TX 75001
209954,iPhone,1,700,06/16/19 07:21,599 2nd St, San Francisco, CA 94016
209955,AA Batteries (4-pack),1,3.84,06/15/19 21:25,549 2nd St, Atlanta, GA 30301
209956,AA Batteries (4-pack),2,3.84,06/26/19 15:23,910 Jackson St, Seattle, WA 98101
209957,AA Batteries (4-pack),1,3.84,06/13/19 12:23,545 Dogwood St, Los Angeles, CA 90001
209958,Wired Headphones,1,11.99,06/06/2019 12:09,326 Hickory St, Los Angeles, CA 90001
209959,USB-C Charging Cable,1,11.95,06/01/2019 15:48,88 River St, Atlanta, GA 30301
209960,USB-C Charging Cable,1,11.95,06/22/19 11:53,333 Sunset St, Dallas, TX 75001
209960,AA Batteries (4-pack),1,3.84,06/22/19 11:53,333 Sunset St, Dallas, TX 75001
209961,iPhone,1,700,06/01/2019 23:00,482 South St, Austin, TX 73301
209961,Lightning Charging Cable,1,14.95,06/01/2019 23:00,482 South St, Austin, TX 73301
209962,USB-C Charging Cable,1,11.95,06/23/19 10:58,441 Cherry St, New York City, NY 10001
209963,Lightning Charging Cable,1,14.95,06/13/19 18:58,551 Hill St, Boston, MA 02215
209964,USB-C Charging Cable,2,11.95,06/11/2019 14:30,822 8th St, Los Angeles, CA 90001
209965,20in Monitor,1,109.99,06/24/19 14:00,910 North St, San Francisco, CA 94016
209966,Lightning Charging Cable,1,14.95,06/20/19 09:46,743 Adams St, New York City, NY 10001
209967,AA Batteries (4-pack),2,3.84,06/21/19 21:18,584 Chestnut St, San Francisco, CA 94016
209968,Apple Airpods Headphones,1,150,06/23/19 13:06,120 Church St, Dallas, TX 75001
209969,Apple Airpods Headphones,1,150,06/21/19 15:55,133 Sunset St, Los Angeles, CA 90001
209970,AAA Batteries (4-pack),1,2.99,06/08/2019 20:58,181 Meadow St, Seattle, WA 98101
209971,AA Batteries (4-pack),1,3.84,06/22/19 15:11,440 Maple St, Dallas, TX 75001
209972,Wired Headphones,1,11.99,06/14/19 17:09,690 11th St, New York City, NY 10001
209973,Bose SoundSport Headphones,1,99.99,06/06/2019 12:20,658 Highland St, Austin, TX 73301
209974,USB-C Charging Cable,1,11.95,06/11/2019 10:06,555 9th St, New York City, NY 10001
209975,AA Batteries (4-pack),3,3.84,06/05/2019 21:25,152 Johnson St, New York City, NY 10001
209976,Apple Airpods Headphones,1,150,06/26/19 11:52,966 Washington St, Atlanta, GA 30301
209977,AA Batteries (4-pack),1,3.84,06/01/2019 06:28,96 14th St, Los Angeles, CA 90001
209978,Lightning Charging Cable,1,14.95,06/05/2019 13:50,57 1st St, Los Angeles, CA 90001
209979,USB-C Charging Cable,1,11.95,06/24/19 09:42,979 2nd St, San Francisco, CA 94016
209980,Bose SoundSport Headphones,1,99.99,06/28/19 20:28,875 Forest St, New York City, NY 10001
209981,iPhone,1,700,06/05/2019 19:25,898 14th St, Los Angeles, CA 90001
209982,27in 4K Gaming Monitor,1,389.99,06/17/19 19:31,315 Forest St, New York City, NY 10001
209983,Macbook Pro Laptop,1,1700,06/22/19 16:25,702 Center St, Seattle, WA 98101
209984,USB-C Charging Cable,1,11.95,06/03/2019 06:50,36 7th St, Seattle, WA 98101
209985,Apple Airpods Headphones,1,150,06/05/2019 22:18,54 12th St, Portland, OR 97035
209986,20in Monitor,1,109.99,06/23/19 16:49,11 Wilson St, New York City, NY 10001
209987,AAA Batteries (4-pack),3,2.99,06/03/2019 03:22,76 River St, Los Angeles, CA 90001
209988,Wired Headphones,1,11.99,06/27/19 18:04,403 Main St, San Francisco, CA 94016
209989,iPhone,1,700,06/19/19 23:34,285 8th St, Los Angeles, CA 90001
209990,Google Phone,1,600,06/16/19 20:31,557 Wilson St, Austin, TX 73301
209991,AAA Batteries (4-pack),1,2.99,06/02/2019 19:00,835 Chestnut St, Boston, MA 02215
209992,Apple Airpods Headphones,1,150,06/21/19 07:51,207 13th St, Boston, MA 02215
209993,USB-C Charging Cable,1,11.95,06/04/2019 18:14,810 Meadow St, Dallas, TX 75001
209994,Lightning Charging Cable,1,14.95,06/28/19 21:01,679 Washington St, Boston, MA 02215
209995,27in 4K Gaming Monitor,1,389.99,06/13/19 19:16,890 Washington St, Austin, TX 73301
209996,Google Phone,1,600,06/13/19 08:21,965 Johnson St, Austin, TX 73301
209997,AA Batteries (4-pack),1,3.84,06/19/19 11:23,594 Lake St, New York City, NY 10001
209998,Bose SoundSport Headphones,1,99.99,06/17/19 23:15,988 Madison St, San Francisco, CA 94016
209999,Bose SoundSport Headphones,1,99.99,06/16/19 08:37,949 10th St, Dallas, TX 75001
210000,iPhone,1,700,06/06/2019 19:17,534 Park St, Los Angeles, CA 90001
210001,AA Batteries (4-pack),1,3.84,06/22/19 12:47,171 Madison St, Portland, OR 97035
210002,AAA Batteries (4-pack),1,2.99,06/26/19 13:28,124 Park St, San Francisco, CA 94016
210003,Bose SoundSport Headphones,1,99.99,06/26/19 15:09,928 West St, Boston, MA 02215
210004,AAA Batteries (4-pack),1,2.99,06/23/19 14:40,868 8th St, San Francisco, CA 94016
210005,AAA Batteries (4-pack),1,2.99,06/12/2019 19:53,532 Willow St, Atlanta, GA 30301
210006,Lightning Charging Cable,1,14.95,06/21/19 19:02,186 14th St, Boston, MA 02215
210007,iPhone,1,700,06/30/19 09:06,133 Highland St, Dallas, TX 75001
210008,27in FHD Monitor,1,149.99,06/19/19 00:07,433 14th St, Portland, OR 97035
210009,Bose SoundSport Headphones,1,99.99,06/29/19 09:24,35 West St, Los Angeles, CA 90001
210010,USB-C Charging Cable,1,11.95,06/01/2019 10:56,469 Pine St, Austin, TX 73301
210011,AA Batteries (4-pack),1,3.84,06/13/19 15:10,615 Forest St, Atlanta, GA 30301
210012,34in Ultrawide Monitor,1,379.99,06/04/2019 17:21,507 1st St, San Francisco, CA 94016
210013,AA Batteries (4-pack),2,3.84,06/17/19 17:27,820 5th St, New York City, NY 10001
210014,Wired Headphones,1,11.99,06/28/19 17:08,465 Meadow St, Portland, OR 97035
210015,Wired Headphones,1,11.99,06/06/2019 18:12,559 11th St, Atlanta, GA 30301
210016,AA Batteries (4-pack),2,3.84,06/22/19 22:17,34 14th St, San Francisco, CA 94016
210017,AAA Batteries (4-pack),1,2.99,06/18/19 17:03,624 Adams St, Atlanta, GA 30301
210018,Lightning Charging Cable,1,14.95,06/14/19 15:01,684 Maple St, San Francisco, CA 94016
210019,Lightning Charging Cable,1,14.95,06/27/19 17:10,505 Maple St, New York City, NY 10001
210020,Apple Airpods Headphones,1,150,06/26/19 15:02,920 Washington St, Los Angeles, CA 90001
210021,AAA Batteries (4-pack),1,2.99,06/07/2019 23:22,627 Spruce St, Boston, MA 02215
210022,Lightning Charging Cable,1,14.95,06/29/19 08:19,943 9th St, San Francisco, CA 94016
210023,AA Batteries (4-pack),3,3.84,06/12/2019 21:24,838 Dogwood St, Los Angeles, CA 90001
210024,AAA Batteries (4-pack),1,2.99,06/19/19 20:21,649 7th St, Dallas, TX 75001
210025,20in Monitor,1,109.99,06/02/2019 16:59,940 14th St, New York City, NY 10001
210026,Bose SoundSport Headphones,1,99.99,06/12/2019 13:42,878 4th St, San Francisco, CA 94016
210027,Macbook Pro Laptop,1,1700,06/05/2019 14:35,763 2nd St, Los Angeles, CA 90001
210028,27in FHD Monitor,1,149.99,06/15/19 18:24,297 12th St, Dallas, TX 75001
210029,Bose SoundSport Headphones,1,99.99,06/05/2019 15:21,509 4th St, Dallas, TX 75001
210030,Macbook Pro Laptop,1,1700,06/03/2019 09:11,479 Willow St, Los Angeles, CA 90001
210031,AAA Batteries (4-pack),1,2.99,06/08/2019 11:01,641 Lincoln St, Portland, OR 97035
210032,AA Batteries (4-pack),1,3.84,06/27/19 11:59,569 4th St, Atlanta, GA 30301
210033,AA Batteries (4-pack),2,3.84,06/15/19 18:25,749 North St, New York City, NY 10001
210034,27in 4K Gaming Monitor,1,389.99,06/14/19 18:07,476 1st St, Atlanta, GA 30301
210035,27in FHD Monitor,1,149.99,06/30/19 14:02,386 1st St, Dallas, TX 75001
210036,AA Batteries (4-pack),1,3.84,06/08/2019 19:05,598 Meadow St, Boston, MA 02215
210037,AAA Batteries (4-pack),1,2.99,06/26/19 09:53,524 6th St, New York City, NY 10001
210038,ThinkPad Laptop,1,999.99,06/15/19 14:49,443 Maple St, New York City, NY 10001
210039,AAA Batteries (4-pack),1,2.99,06/10/2019 09:08,988 Maple St, Dallas, TX 75001
210040,AA Batteries (4-pack),1,3.84,06/29/19 14:30,711 1st St, San Francisco, CA 94016
210041,27in FHD Monitor,1,149.99,06/17/19 21:31,225 West St, Atlanta, GA 30301
210042,Flatscreen TV,1,300,06/21/19 06:28,325 Park St, Portland, OR 97035
210043,Apple Airpods Headphones,1,150,06/16/19 23:20,395 Main St, Seattle, WA 98101
210044,Apple Airpods Headphones,1,150,06/14/19 00:28,372 Spruce St, Portland, OR 97035
210045,Bose SoundSport Headphones,1,99.99,06/03/2019 19:58,287 Cedar St, Boston, MA 02215
210046,Apple Airpods Headphones,1,150,06/15/19 11:08,816 1st St, San Francisco, CA 94016
210047,34in Ultrawide Monitor,1,379.99,06/06/2019 18:53,973 Lakeview St, San Francisco, CA 94016
210048,Wired Headphones,1,11.99,06/05/2019 07:41,314 Ridge St, San Francisco, CA 94016
210049,ThinkPad Laptop,1,999.99,06/20/19 18:20,993 6th St, San Francisco, CA 94016
210050,Bose SoundSport Headphones,1,99.99,06/13/19 11:24,271 13th St, New York City, NY 10001
210051,iPhone,1,700,06/11/2019 16:15,784 Pine St, Austin, TX 73301
210052,USB-C Charging Cable,1,11.95,06/18/19 14:01,24 Main St, Seattle, WA 98101
210053,Lightning Charging Cable,1,14.95,06/04/2019 11:55,68 Lake St, Los Angeles, CA 90001
210054,Lightning Charging Cable,1,14.95,06/22/19 18:26,175 6th St, Los Angeles, CA 90001
210055,Apple Airpods Headphones,1,150,06/17/19 20:00,575 Wilson St, Portland, ME 04101
210056,Macbook Pro Laptop,1,1700,06/09/2019 00:13,171 Lakeview St, Seattle, WA 98101
210057,AAA Batteries (4-pack),2,2.99,06/19/19 09:23,82 2nd St, Boston, MA 02215
210058,Lightning Charging Cable,1,14.95,06/12/2019 14:17,641 1st St, Austin, TX 73301
210059,27in FHD Monitor,1,149.99,06/06/2019 18:50,902 Hickory St, Los Angeles, CA 90001
210060,USB-C Charging Cable,1,11.95,06/06/2019 20:24,592 Elm St, Portland, OR 97035
210061,Flatscreen TV,1,300,06/28/19 23:36,975 Elm St, San Francisco, CA 94016
210062,AAA Batteries (4-pack),1,2.99,06/04/2019 14:37,709 Church St, New York City, NY 10001
210063,Lightning Charging Cable,1,14.95,06/19/19 23:19,77 Highland St, Atlanta, GA 30301
210064,Lightning Charging Cable,1,14.95,06/16/19 20:39,101 Lincoln St, Atlanta, GA 30301
210064,27in FHD Monitor,1,149.99,06/16/19 20:39,101 Lincoln St, Atlanta, GA 30301
210065,Lightning Charging Cable,1,14.95,06/20/19 15:11,490 River St, San Francisco, CA 94016
210066,iPhone,1,700,06/07/2019 12:07,691 Cherry St, Dallas, TX 75001
210067,Wired Headphones,1,11.99,06/16/19 15:47,471 Lincoln St, Los Angeles, CA 90001
210068,AA Batteries (4-pack),1,3.84,06/09/2019 16:40,868 6th St, San Francisco, CA 94016
210069,Google Phone,1,600,06/11/2019 06:26,743 2nd St, New York City, NY 10001
210070,AAA Batteries (4-pack),1,2.99,06/19/19 17:05,977 Johnson St, San Francisco, CA 94016
210071,Lightning Charging Cable,1,14.95,06/10/2019 17:31,988 Pine St, Portland, OR 97035
210072,AA Batteries (4-pack),2,3.84,06/19/19 16:07,921 4th St, San Francisco, CA 94016
210073,Bose SoundSport Headphones,1,99.99,06/14/19 17:21,400 Johnson St, Dallas, TX 75001
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,City,
210074,AA Batteries (4-pack),2,3.84,06/25/19 10:06,794 Wilson St, Los Angeles, CA 90001
210075,USB-C Charging Cable,1,11.95,06/07/2019 14:29,216 Main St, Los Angeles, CA 90001
